"","sci_name_out","(Intercept)","year","milieu_catopenland","milieu_catothers","milieu_caturban","tempsrping","precspring","shannon","drymatter","year:d_impervious","year:d_treedensity","year:eulandsystem_forest_lowmedium","year:eulandsystem_forest_high","year:d_agri","year:eulandsystem_farmland_low","year:eulandsystem_farmland_medium","year:eulandsystem_farmland_high","year:d_tempsrping","year:d_tempsrpingvar","year:d_precspring","year:d_shannon","year:protectedarea_perc","dev_exp","n_obs","PLS"
"744","Buteo buteo",2.02195976159005,NA,NA,-1.51471540113729,NA,-3.81691142526408,NA,NA,0.508040419293609,NA,0.125522026471785,-0.143630606470453,NA,0.222363531869558,NA,NA,NA,NA,NA,NA,0.233492583696608,NA,0.412576075900406,2080,"10"
"745","Buteo buteo",NA,NA,NA,NA,NA,1.87017784904183,NA,NA,0.530510495038124,NA,NA,NA,NA,NA,NA,-0.162452467671221,NA,0.0741984439329032,NA,NA,NA,NA,0.106091957967843,5739,"11"
"746","Buteo buteo",0.625044872742923,NA,NA,NA,NA,-0.203097613516058,NA,NA,0.282758479020519,0.107240136859679,-0.0311337320713106,-0.0425687191798777,NA,NA,0.0497159344662238,NA,NA,-0.02267062508959,NA,NA,-0.0613631275886193,NA,0.0375499299901876,6171,"12"
"747","Buteo buteo",NA,NA,NA,0.523668578181317,NA,NA,NA,0.326443698574542,0.716894388377757,NA,NA,-0.0950872503216554,-0.0730670937957083,NA,NA,NA,NA,0.0705956457391507,NA,-0.164164313936503,NA,NA,0.239946591760481,2751,"13"
"748","Buteo buteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,"14"
"749","Buteo buteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,"15"
"750","Buteo buteo",NA,NA,NA,NA,NA,-0.894251512406271,-0.947581383728125,NA,NA,NA,NA,-0.0741477649998479,NA,-0.326111300122206,NA,NA,NA,NA,NA,-0.118147981704584,NA,-0.0631962123756883,0.278175982058551,2943,"16"
"751","Buteo buteo",8.14107369514639,NA,NA,NA,NA,9.21817456435335,7.06734649332734,NA,0.53578166918474,NA,NA,-0.0988575704099202,-0.0723683646246869,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465502654982658,1818,"17"
"752","Buteo buteo",NA,0.05139338942309,0.178515226290516,NA,-0.253941806188883,0.206840855287394,NA,0.148764422908829,0.157418561904124,NA,-0.0287357187047005,-0.0333611243323628,-0.0424851304677766,NA,0.038773891407368,0.0426614613380835,0.0518579562646546,NA,0.0412758160030126,NA,NA,NA,0.227516192511439,8067,"18"
"753","Buteo buteo",NA,NA,0.186282599537304,NA,NA,NA,-0.187809972983341,NA,0.165638534170066,0.0649193954420368,0.0424546537065657,NA,NA,NA,NA,-0.0688339927495617,-0.0778546993203511,NA,0.0699820147499771,-0.0310544612753784,NA,-0.0455573535061806,0.149347457257605,5489,"19"
"754","Buteo buteo",NA,0.206448593503443,0.577070426703115,NA,NA,NA,NA,NA,0.29899326419557,0.0852773079545569,NA,NA,NA,0.105867077775458,NA,NA,NA,NA,NA,NA,0.080216896387363,NA,0.227883258762718,2442,"21"
"755","Buteo buteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,"22"
"756","Buteo buteo",NA,NA,0.322664679294828,NA,NA,NA,0.199470387727657,NA,0.447340860422685,0.0416617135409175,NA,NA,-0.0432822414498005,NA,NA,NA,NA,0.114358120883792,-0.139288095230055,NA,NA,-0.0463287674979899,0.0802542347053876,8717,"23"
"757","Buteo buteo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"24"
"758","Buteo buteo",NA,NA,NA,NA,NA,NA,NA,0.203772230239929,NA,NA,NA,NA,NA,0.363572043510903,NA,NA,NA,NA,NA,NA,-0.289515689547254,NA,0.0855027729922648,1922,"25"
"759","Buteo buteo",0.233504727789143,0.0788970557400796,0.23527274155703,0.0476005129741562,-0.0729494627868258,-0.0274433839695414,0.0556850548941121,0.0635419859780631,0.255605780966384,0.0281376456279837,-0.0169211554818633,-0.048461100358566,-0.0559334617103517,0.0201688679412313,0.0157157084547418,NA,0.0238080467641734,-0.0090024871979101,-0.0374896245252525,-0.0132704220911106,NA,NA,0.137354134578139,127223,"europe"
"760","Buteo lagopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14"
"761","Buteo lagopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"25"
"762","Buteo lagopus",-1.65488253963012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141252678426869,NA,0,NA,NA,NA,NA,0.183026302023263,0.149652568027786,3044,"europe"
"763","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,"4"
"764","Calandrella brachydactyla",NA,NA,0.684303621336299,NA,NA,NA,-2.3665332202713,NA,NA,NA,-0.136013524341233,-0.0601026028813129,NA,NA,0.275523535589148,0.30077592837118,NA,NA,-0.351633521101642,NA,NA,0.123177423354585,0.166318188938291,2161,"7"
"765","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"8"
"766","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,"12"
"767","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"16"
"768","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"18"
"769","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"19"
"770","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"21"
"771","Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,"24"
"772","Calandrella brachydactyla",-4.85726241289202,NA,0.86472846561763,0.702277176108258,-1.17454243963938,NA,-0.768682637478246,-0.120592341328606,-0.360852102857164,NA,NA,NA,NA,0.104572900651011,NA,NA,NA,0.126884396765905,NA,-0.0953157787467072,NA,NA,0.341304302867049,4037,"europe"
"773","Calidris alpina",-2.13246686945834,NA,NA,1.63289224837621,NA,NA,NA,-0.547711854646133,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04988780986128,1.36114726555253,NA,NA,NA,0.0585987416934759,984,"1"
"774","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"3"
"775","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,"6"
"776","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"11"
"777","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,"14"
"778","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"17"
"779","Calidris alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,"25"
"780","Calidris alpina",17.5015806663276,NA,NA,1.64509021159461,NA,NA,-0.892999350614041,NA,NA,NA,-0.227105438127293,NA,NA,NA,0.141435183108245,NA,NA,NA,NA,NA,NA,NA,0.28810291591117,1771,"europe"
"781","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"1"
"782","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2"
"783","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,"5"
"784","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"6"
"785","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,"9"
"786","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,"11"
"787","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"13"
"788","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"14"
"789","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"15"
"790","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"17"
"791","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"19"
"792","Calidris pugnax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,"25"
"793","Calidris pugnax",NA,NA,NA,NA,-3.89358809299752,NA,1.25114941779834,NA,-0.985592579196974,NA,NA,NA,NA,NA,0.552697440938334,0.491545129247142,NA,NA,NA,-0.231489157255168,-0.312189750554403,-0.289521092835171,0.220440405887228,1721,"europe"
"794","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"1"
"795","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,"2"
"796","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"3"
"797","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,"4"
"798","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,"5"
"799","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,"6"
"800","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,"7"
"801","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"8"
"802","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,"9"
"803","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,"10"
"804","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"11"
"805","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,"12"
"806","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,"13"
"807","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,"14"
"808","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"15"
"809","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"16"
"810","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,"18"
"811","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"19"
"812","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"21"
"813","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"22"
"814","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"23"
"815","Caprimulgus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,"25"
"816","Caprimulgus europaeus",NA,0.158649468735725,-0.895737881878534,NA,-1.03827922517395,NA,0.433038076402732,-0.399259507355421,0.287809383728025,-0.203754890964835,0.0955769655576207,NA,-0.0777484007500052,0.116808049178734,NA,0.0936569922718388,NA,NA,NA,NA,NA,-0.169444348937301,0.576310088702285,4384,"europe"
"817","Carduelis carduelis",1.01904235496876,0.186116880357441,0.563864769279892,NA,0.70589621859711,1.27148036541865,NA,0.0607719909953542,NA,0.0426223417182961,-0.0478120019861775,NA,NA,-0.015043031408567,NA,NA,NA,0.0728184725988699,NA,0.0556701339720027,NA,-0.0268070947376344,0.127700023433199,18524,"1"
"818","Carduelis carduelis",NA,NA,0.810260870694605,NA,NA,NA,NA,0.499566922808424,NA,NA,NA,0.469238393576962,0.388750122278935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261363585646104,1080,"2"
"819","Carduelis carduelis",NA,0.176031780367382,NA,-1.79330258381026,NA,NA,NA,NA,NA,0.0946065413325494,NA,0.0458640470523119,NA,NA,NA,NA,NA,-0.194876119646459,NA,NA,NA,0.0727150837202264,0.158909591012964,3627,"3"
"820","Carduelis carduelis",NA,NA,0.33957781415955,-0.563654923241295,-0.556930181456751,0.310795074414001,NA,0.196815115005905,NA,NA,-0.0399017757956733,-0.0472505071103689,NA,-0.0426435517945416,NA,-0.0601447237886314,NA,-0.0268837435506234,NA,NA,NA,NA,0.169961397004308,2183,"4"
"821","Carduelis carduelis",NA,0.213212321405082,0.598955437326435,NA,0.875906456237709,NA,NA,NA,NA,0.0481473288718257,NA,NA,0.0256000815004282,NA,-0.067365365261682,NA,NA,NA,-0.161573080133578,NA,NA,NA,0.085593920531631,10717,"5"
"822","Carduelis carduelis",-1.56237499398929,0.312368686471624,0.519969018783848,0.394147932526612,0.532257619855363,1.09940921078233,NA,0.0577655252615989,NA,0.0175941298364004,-0.0322787839628488,NA,NA,0.0325607120049552,-0.0379159071807476,-0.0448958113276405,-0.0375389420400902,-0.0291016382295421,NA,NA,NA,NA,0.123143121307777,30692,"6"
"823","Carduelis carduelis",1.69645009079074,NA,0.493885520480058,NA,NA,0.618524662399996,NA,0.252922713689932,-0.136841105380869,0.0192383726382858,NA,NA,-0.162759575914983,0.0179239895587619,0.0316394597949181,0.0622927849930455,0.0406983926558304,NA,NA,NA,0.0231885389201037,NA,0.221244280448644,7313,"7"
"824","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"8"
"825","Carduelis carduelis",-0.959953213234375,NA,0.837582988017148,0.522704181119434,0.977473062057318,1.43594996363922,-0.773524522654927,NA,NA,NA,NA,0.105690810815486,NA,NA,NA,NA,NA,0.0889153694145409,NA,0.0887461237625029,NA,-0.0329816488651176,0.109658944304202,6432,"9"
"826","Carduelis carduelis",NA,NA,1.59972243444539,NA,1.45137182333752,NA,NA,NA,-0.874582137746373,NA,0.22857305422818,NA,NA,0.292305879892827,NA,0.265402260244124,NA,NA,0.77128405662205,0.886476061277741,NA,NA,0.400686398733547,975,"10"
"827","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0925617444437498,NA,0.0678916345937981,0.0873238225412084,NA,NA,NA,NA,0.544977150229669,0.151312350036393,NA,-0.0972644964785978,0.115726769037757,5127,"11"
"828","Carduelis carduelis",0.516094162545285,NA,0.164256259743727,NA,NA,0.405235001251359,NA,0.131640913369841,NA,NA,NA,NA,NA,-0.0320416640395644,NA,NA,NA,0.0250151924798427,0.0681852928080136,-0.0263517818732771,NA,0.0259496155225024,0.256298703663237,6327,"12"
"829","Carduelis carduelis",NA,NA,0.939366871127425,NA,NA,NA,-1.39352361337431,0.393945695834439,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322862381547356,NA,-0.160969015527507,NA,NA,0.333831719901659,1786,"13"
"830","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,"14"
"831","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,"15"
"832","Carduelis carduelis",2.55410258941148,NA,NA,NA,NA,-1.32724939159957,-1.48417158614994,0.155057581655925,-0.517931000428069,NA,NA,0.0789183500789769,NA,NA,NA,-0.14696954050231,NA,NA,0.213691058560743,NA,NA,-0.093112186486373,0.144485852411305,3169,"16"
"833","Carduelis carduelis",NA,NA,NA,NA,NA,10.0940132603552,NA,NA,NA,-0.160716983764158,NA,NA,-0.0915258253037223,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072638157374027,1489,"17"
"834","Carduelis carduelis",1.04207924571931,NA,NA,NA,NA,NA,NA,0.209035478220876,NA,-0.0227705685750662,-0.027659266995549,0.0584871583358087,0.0731939225998023,0.0348191652339424,0.0229649282853536,NA,NA,0.0472532353496561,-0.0504864747319829,0.017038945310034,NA,NA,0.0519488826229492,7867,"18"
"835","Carduelis carduelis",NA,0.274641476453869,0.34438451968357,NA,NA,NA,-0.242817482415427,0.180752445063926,NA,NA,NA,NA,NA,NA,-0.080644492096268,-0.108101455248934,-0.191826462783199,NA,-0.0597688768097219,-0.0585318541346042,NA,-0.0751253801472841,0.0777923272604136,5174,"19"
"836","Carduelis carduelis",4.0625448666043,NA,NA,NA,NA,1.0452877253133,NA,0.197356073599858,NA,NA,-0.0886892292433739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423757591159783,2495,"21"
"837","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,"22"
"838","Carduelis carduelis",NA,0.066631031329189,0.332896868955338,NA,0.41260109220876,NA,NA,0.170772059104269,0.204703838218402,NA,-0.0522540592210278,NA,NA,NA,NA,NA,NA,NA,-0.191226196174367,NA,NA,NA,0.178772338302877,8315,"23"
"839","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"24"
"840","Carduelis carduelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,"25"
"841","Carduelis carduelis",0.773942150371331,0.146883376457852,0.337166658993031,0.0890643310810972,0.390245257849642,0.184901335887901,-0.0800427401533016,0.0742074936403855,NA,0.0240477024608756,-0.034181742758229,-0.031762417298454,-0.00978591025459432,0.0101092696083048,-0.0220991458907508,NA,NA,0.0247537191926259,-0.0314715988942224,-0.0651697244839435,NA,NA,0.24648229282794,125339,"europe"
"842","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"3"
"843","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"4"
"844","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605645757288775,758,"7"
"845","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,"12"
"846","Carduelis citrinella",NA,NA,NA,NA,14.5735795704358,NA,-0.552719236117719,-0.707670438885025,-1.61228288826867,-0.179144136436847,NA,NA,NA,-0.0762768635229232,NA,NA,NA,-0.153829227557166,-0.449017680296104,-0.113904902382537,NA,-0.099599830321826,0.209255140061143,1744,"18"
"847","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"19"
"848","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"21"
"849","Carduelis citrinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"23"
"850","Carduelis citrinella",0.478905596173926,-0.37367376894909,-0.090855168552805,-1.10401983030887,NA,NA,-0.403912422420953,-0.387897896204423,-1.23762318187775,-0.130426357694311,NA,NA,-0.146082645815896,NA,NA,NA,-0.215253556231601,-0.209107529553805,-0.214211810936563,NA,-0.0421027865907948,-0.0463786395336208,0.403412042354129,2742,"europe"
"851","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.153622548671623,NA,NA,NA,-0.133153919456416,NA,NA,0.149710954067425,NA,0.446352389386688,1116,"2"
"852","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313724983045835,NA,NA,NA,NA,0.254837501268833,NA,NA,0.107863345123915,1324,"5"
"853","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"6"
"854","Carpodacus erythrinus",NA,-0.849531479332723,NA,1.73675989534876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582940869594232,NA,NA,NA,0.0760341972059577,873,"9"
"855","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"11"
"856","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"12"
"857","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557094017615481,0.118508015987673,NA,NA,0.292812312763,NA,-0.185662583567494,NA,NA,0.365624885258946,NA,NA,NA,0.319991749440125,1096,"13"
"858","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,"14"
"859","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,"15"
"860","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"16"
"861","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,"17"
"862","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,"18"
"863","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,"19"
"864","Carpodacus erythrinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,"22"
"865","Carpodacus erythrinus",NA,-0.536280621231079,0.811012801186597,NA,NA,NA,1.66767042266749,0.461772993008299,NA,NA,0.115210970446296,NA,NA,NA,NA,NA,0.0896328420434944,0.209475556615755,NA,0.322554384510677,NA,NA,0.248751903533363,2337,"25"
"866","Carpodacus erythrinus",-1.1393446758564,NA,NA,0.198557342870239,-0.401473755296983,-0.447879736140257,NA,0.278599613209836,NA,NA,0.0890448742661725,NA,NA,-0.0716933719507492,0.0587612498269813,NA,0.115739284107871,0.0546598937276644,NA,NA,NA,NA,0.41191405264319,7948,"europe"
"867","Cecropis daurica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4"
"868","Cecropis daurica",-3.31759110483609,NA,NA,0.941352072892676,NA,NA,NA,0.308089946898144,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178110250618372,NA,NA,NA,NA,0.108580394243967,2375,"7"
"869","Cecropis daurica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,"12"
"870","Cecropis daurica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,"16"
"871","Cecropis daurica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"18"
